,0,1,2,3,4,5,6
22,Guatemala,6,5,1,0,Imported cases only,0
23,Uruguay,6,2,0,0,Imported cases only,0
24,Cuba,5,1,0,0,Imported cases only,0
25,Trinidad and Tobago,5,3,0,0,Imported cases only,0
26,Guyana,4,0,1,0,Local transmission,2
27,Saint Lucia,2,0,0,0,Imported cases only,2
28,Antigua and Barbuda,1,0,0,0,Imported cases only,4
29,Bahamas,1,1,0,0,Local transmission,0
30,"Saint Vincent and the 
Grenadines",1,0,0,0,Imported cases only,4
31,Suriname,1,0,0,0,Imported cases only,2
32,Territories**,,,,,,
33,Guadeloupe,18,12,0,0,Imported cases only,0
34,Martinique,16,0,0,0,Imported cases only,1
35,French Guiana,7,0,0,0,Imported cases only,3
36,Curacao,3,1,0,0,Imported cases only,0
37,Puerto Rico,3,0,0,0,Imported cases only,3
38,Saint Barthélemy,3,0,0,0,Under investigation,2
39,Aruba,2,2,0,0,Imported cases only,0
40,Saint Martin,2,0,0,0,Under investigation,15
41,"United States Virgin 
Islands",2,1,0,0,Imported cases only,0
42,Cayman Islands,1,0,1,0,Imported cases only,4
43,African Region,,,,,,
44,South Africa,62,11,0,0,Local transmission,0
45,Algeria,60,11,4,0,Local transmission,0
46,Senegal,27,1,0,0,Local transmission,0
47,Burkina Faso,20,5,0,0,Imported cases only,0
,0,1,2,3,4,5,6
0,Rwanda,7,2,0,0,Local transmission,0
1,Cote d’Ivoire,6,3,0,0,Imported cases only,0
2,Ghana,6,4,0,0,Imported cases only,0
3,Cameroon,5,0,0,0,Local transmission,1
4,Ethiopia,5,1,0,0,Imported cases only,0
5,Seychelles,4,0,0,0,Imported cases only,1
6,"Democratic Republic 
of the Congo",3,1,0,0,Imported cases only,0
7,Kenya,3,0,0,0,Local transmission,1
8,Namibia,2,0,0,0,Imported cases only,3
9,Nigeria,2,0,0,0,Imported cases only,8
10,Benin,1,1,0,0,Imported cases only,0
11,"Central African 
Republic",1,0,0,0,Imported cases only,3
12,Congo,1,0,0,0,Imported cases only,2
13,Equatorial Guinea,1,0,0,0,Imported cases only,3
14,Eswatini,1,0,0,0,Imported cases only,3
15,Gabon,1,0,0,0,Imported cases only,3
16,Guinea,1,0,0,0,Imported cases only,3
17,Liberia,1,1,0,0,Imported cases only,0
18,Mauritania,1,0,0,0,Imported cases only,3
19,Togo,1,0,0,0,Imported cases only,10
20,"United Republic of 
Tanzania",1,1,0,0,Imported cases only,0
21,Territories**,,,,,,
22,Réunion,9,0,0,0,Imported cases only,2
23,Mayotte,1,0,0,0,Imported cases only,3
24,"Subtotal for all 
regions",190415,15123,7800,786,,
25,"International 
conveyance 
(Diamond Princess)",712,0,7,0,Local transmission,2
26,Grand total,191127,15123,7807,786,,
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,
,0
0,"W
  *
STRATEGIC OBJECTIVES 
HO’s strategic objectives for this response are to: 
 
• 
Interrupt human-to-human transmission including reducing secondary infections among close contacts 
and health care workers, preventing transmission amplification events, and preventing further 
international spread*;  
• 
Identify, isolate and care for patients early, including providing optimized care for infected patients; 
• 
Identify and reduce transmission from the animal source; 
• 
Address crucial unknowns regarding clinical severity, extent of transmission and infection, treatment 
options, and accelerate the development of diagnostics, therapeutics and vaccines; 
• 
Communicate critical risk and event information to all communities and counter misinformation; 
• 
Minimize social and economic impact through multisectoral partnerships. 
This can be achieved through a combination of public health measures, such as rapid identification, diagnosis 
and management of the cases, identification and follow up of the contacts, infection prevention and control in 
health care settings, implementation of health measures for travelers, awareness-raising in the population and 
risk communication."
