,0,1,2,3,4,5,6
18,Netherlands,265,77,3,2,Local transmission,0
19,Sweden,203,42,0,0,Local transmission,0
20,Belgium,200,31,0,0,Local transmission,0
21,Norway,169,22,0,0,Local transmission,0
22,Austria,112,10,0,0,Local transmission,0
23,Greece,73,7,0,0,Local transmission,0
24,Iceland,55,10,0,0,Local transmission,0
25,Israel,39,14,0,0,Local transmission,0
26,San Marino,37,10,1,0,Local transmission,0
27,Denmark,36,5,0,0,Local transmission,0
28,Czechia,32,6,0,0,Local transmission,0
29,Finland,30,11,0,0,Local transmission,0
30,Portugal,30,9,0,0,Local transmission,0
31,Ireland,21,2,0,0,Local transmission,0
32,Slovenia,16,4,0,0,Local transmission,0
33,Romania,15,2,0,0,Local transmission,0
34,Georgia,13,1,0,0,Imported cases only,0
35,Croatia,11,0,0,0,Local transmission,2
36,Poland,11,5,0,0,Imported cases only,0
37,Estonia,10,0,0,0,Imported cases only,2
38,Azerbaijan,9,0,0,0,Imported cases only,2
39,Hungary,9,2,0,0,Local transmission,0
40,Russian Federation,7,0,0,0,Imported cases only,2
41,Belarus,6,0,0,0,Local transmission,4
42,Slovakia,5,2,0,0,Local transmission,0
43,Bulgaria,4,2,0,0,Local transmission,0
44,Latvia,3,2,0,0,Imported cases only,0
45,Malta,3,0,0,0,Imported cases only,1
46,North Macedonia,3,0,0,0,Imported cases only,2
47,Albania,2,2,0,0,Imported cases only,0
48,Bosnia and,2,0,0,0,Local transmission,4
,0,1,2,3,4,5,6
0,Herzegovina,,,,,,
1,Luxembourg,2,0,0,0,Imported cases only,2
2,Andorra,1,0,0,0,Imported cases only,6
3,Armenia,1,0,0,0,Imported cases only,7
4,Holy See,1,0,0,0,Under investigation,3
5,Liechtenstein,1,0,0,0,Imported cases only,3
6,Lithuania,1,0,0,0,Imported cases only,10
7,Monaco,1,0,0,0,Under investigation,8
8,Republic of Moldova,1,0,0,0,Imported cases only,1
9,Serbia,1,0,0,0,Under investigation,3
10,Ukraine,1,0,0,0,Imported cases only,5
11,Territories**,,,,,,
12,"Faroe Islands 
2 
1 
0 
0 
Imported cases only 
0",,,,,,
13,"Gibraltar 
1 
0 
0 
0 
Under investigation 
5",,,,,,
14,South-East Asia Region,,,,,,
15,Thailand,50,0,1,0,Local transmission,1
16,India,43,9,0,0,Local transmission,0
17,Indonesia,6,2,0,0,Local transmission,0
18,Maldives,4,2,0,0,Local transmission,0
19,Bangladesh,3,3,0,0,Local transmission,0
20,Bhutan,1,0,0,0,Imported cases only,3
21,Nepal,1,0,0,0,Imported cases only,45
22,Sri Lanka,1,0,0,0,Imported cases only,42
23,Eastern Mediterranean Region,,,,,,
24,"Iran (Islamic 
Republic of)",6566,743,194,49,Local transmission,0
25,Bahrain,79,23,0,0,Local transmission,0
26,Kuwait,64,2,0,0,Imported cases only,0
27,Iraq,60,6,6,2,Local transmission,0
28,Egypt,55,7,1,1,Local transmission,0
29,"United Arab 
Emirates",45,0,0,0,Local transmission,2
30,Lebanon,32,4,0,0,Local transmission,0
31,Oman,16,0,0,0,Imported cases only,3
32,Qatar,15,3,0,0,Imported cases only,0
33,Saudi Arabia,15,8,0,0,Imported cases only,0
34,Pakistan,6,1,0,0,Imported cases only,0
35,Afghanistan,4,0,0,0,Imported cases only,1
36,Morocco,2,0,0,0,Imported cases only,4
37,Tunisia,2,1,0,0,Imported cases only,0
38,Jordan,1,0,0,0,Imported cases only,6
39,Territories**,,,,,,
40,"occupied Palestinian 
territory 
19 
3 
0 
0 
Local transmission 
0",,,,,,
41,Region of the Americas,,,,,,
42,"United States of 
America",213,0,11,0,Local transmission,2
43,Canada,62,5,0,0,Local transmission,0
44,Brazil,25,6,0,0,Local transmission,0
45,Ecuador,15,1,0,0,Local transmission,0
46,Argentina,12,3,1,0,Imported cases only,0
47,Chile,10,5,0,0,Local transmission,0
48,Costa Rica,9,4,0,0,Local transmission,0
,0,1,2,3,4,5,6
0,Mexico,7,0,0,0,Imported cases only,1
1,Peru,6,0,0,0,Local transmission,2
2,Colombia,1,0,0,0,Imported cases only,2
3,Dominican Republic,1,0,0,0,Imported cases only,7
4,Paraguay,1,1,0,0,Imported cases only,0
5,Territories**,,,,,,
6,French Guiana,5,0,0,0,Imported cases only,1
7,Martinique,2,0,0,0,Imported cases only,1
8,Saint Martin,2,0,0,0,Under investigation,6
9,Saint Barthelemy,1,0,0,0,Under investigation,6
10,African Region,,,,,,
11,Algeria,20,3,0,0,Local transmission,0
12,Senegal,4,0,0,0,Imported cases only,4
13,South Africa,3,1,0,0,Imported cases only,0
14,Cameroon,2,0,0,0,Local transmission,2
15,Nigeria,2,1,0,0,Imported cases only,0
16,Togo,1,0,0,0,Imported cases only,2
17,"Subtotal for all 
regions",27 977,3948,679,202,,
18,"International 
conveyance 
(Diamond Princess)",696,0,7,0,Local transmission,1
19,Grand total,28 673,3948,686,202,,
,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,,,,,,,,,
1,,,,,,,,,,,,,
