,0,1,2,3,4,5,6
18,Norway,33,7,0,0,Local transmission,0
19,Netherlands,28,10,0,0,Local transmission,0
20,Austria,24,6,0,0,Imported cases only,0
21,Sweden,24,9,0,0,Local transmission,0
22,Iceland,16,7,0,0,Imported cases only,0
23,Israel,12,2,0,0,Local transmission,0
24,Croatia,9,1,0,0,Local transmission,0
25,Belgium,8,0,0,0,Imported cases only,1
26,Denmark,8,3,0,0,Local transmission,0
27,San Marino,8,0,0,0,Local transmission,1
28,Finland,7,0,0,0,Local transmission,1
29,Greece,7,0,0,0,Local transmission,2
30,Czechia,5,2,0,0,Imported cases only,0
31,Romania,4,1,0,0,Local transmission,0
32,Azerbaijan,3,0,0,0,Imported cases only,3
33,Georgia,3,0,0,0,Imported cases only,3
34,Russian Federation,3,0,0,0,Imported cases only,1
35,Estonia,2,1,0,0,Imported cases only,0
36,Ireland,2,1,0,0,Imported cases only,0
37,Portugal,2,0,0,0,Imported cases only,1
38,Andorra,1,0,0,0,Imported cases only,1
39,Armenia,1,0,0,0,Imported cases only,2
40,Belarus,1,0,0,0,Imported cases only,5
41,Latvia,1,0,0,0,Imported cases only,1
42,Lithuania,1,0,0,0,Imported cases only,5
43,Luxembourg,1,0,0,0,Imported cases only,2
44,Monaco,1,0,0,0,Under investigation,3
45,North Macedonia,1,0,0,0,Imported cases only,6
46,Poland,1,1,0,0,Imported cases only,0
47,Ukraine,1,1,0,0,Imported cases only,0
,0,1,2,3,4,5,6
0,South-East Asia Region,,,,,,
1,Thailand,43,0,1,0,Local transmission,1
2,India,6,1,0,0,Imported cases only,0
3,Indonesia,2,0,0,0,Local transmission,2
4,Nepal,1,0,0,0,Imported cases only,40
5,Sri Lanka,1,0,0,0,Imported cases only,37
6,Eastern Mediterranean Region,,,,,,
7,"Iran (Islamic 
Republic of)",2336,835,77,11,Local transmission,0
8,Kuwait,56,0,0,0,Imported cases only,2
9,Bahrain,49,0,0,0,Imported cases only,1
10,Iraq,31,5,0,0,Imported cases only,0
11,"United Arab 
Emirates",27,6,0,0,Local transmission,0
12,Lebanon,13,0,0,0,Local transmission,1
13,Oman,12,6,0,0,Imported cases only,0
14,Qatar,8,1,0,0,Imported cases only,0
15,Pakistan,5,0,0,0,Imported cases only,1
16,Egypt,2,0,0,0,Imported cases only,2
17,Afghanistan,1,0,0,0,Imported cases only,8
18,Jordan,1,0,0,0,Imported cases only,1
19,Morocco,1,0,0,0,Imported cases only,1
20,Saudi Arabia,1,0,0,0,Imported cases only,1
21,Tunisia,1,0,0,0,Imported cases only,1
22,Region of the Americas,,,,,,
23,the United States,108,44,6,4,Local transmission,0
24,Canada,30,3,0,0,Local transmission,0
25,Ecuador,7,1,0,0,Local transmission,0
26,Mexico,5,0,0,0,Imported cases only,2
27,Brazil,2,0,0,0,Imported cases only,3
28,Argentina,1,1,0,0,Imported cases only,0
29,Chile,1,1,0,0,Imported cases only,0
30,Dominican Republic,1,0,0,0,Imported cases only,2
31,African Region,,,,,,
32,Algeria,5,0,0,0,Local transmission,1
33,Nigeria,1,0,0,0,Imported cases only,5
34,Senegal,1,0,0,0,Imported cases only,1
35,"Subtotal for all 
regions",11963,2103,208,48,,
36,"International 
conveyance 
(Diamond Princess) ‡",706,0,6,0,Local transmission,2
37,Grand total§,12669,2103,214,48,,
,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,,,,,,,,,
1,,,,,,,,,,,,,
,0
0,"W
  *
STRATEGIC OBJECTIVES 
HO’s strategic objectives for this response are to: 
 
• 
Interrupt human-to-human transmission including reducing secondary infections among close contacts 
and health care workers, preventing transmission amplification events, and preventing further 
international spread*;  
• 
Identify, isolate and care for patients early, including providing optimized care for infected patients; 
• 
Identify and reduce transmission from the animal source; 
• 
Address crucial unknowns regarding clinical severity, extent of transmission and infection, treatment 
options, and accelerate the development of diagnostics, therapeutics and vaccines; 
• 
Communicate critical risk and event information to all communities and counter misinformation; 
• 
Minimize social and economic impact through multisectoral partnerships. 
This can be achieved through a combination of public health measures, such as rapid identification, diagnosis 
and management of the cases, identification and follow up of the contacts, infection prevention and control in 
health care settings, implementation of health measures for travelers, awareness-raising in the population and 
risk communication."
