,0,1,2,3,4,5,6
23,Dominican Republic,34,13,2,1,Local transmission,0
24,"Bolivia (Plurinational 
State of)",15,3,0,0,Imported cases only,0
25,Jamaica,15,2,1,1,Local transmission,0
26,Honduras,12,3,0,0,Imported cases only,0
27,Cuba,11,1,1,0,Local transmission,0
28,Paraguay,11,0,0,0,Local transmission,1
29,Guatemala,9,3,1,0,Imported cases only,0
30,Trinidad and Tobago,9,2,0,0,Imported cases only,0
31,Guyana,5,0,1,0,Local transmission,1
32,Bahamas,3,0,0,0,Local transmission,1
33,Barbados,2,0,0,0,Imported cases only,1
34,Bermuda,2,0,0,0,Imported cases only,1
35,Saint Lucia,2,0,0,0,Imported cases only,4
36,Antigua and Barbuda,1,0,0,0,Imported cases only,6
37,El Salvador,1,1,0,0,Imported cases only,0
38,Montserrat,1,0,0,0,Imported cases only,1
39,Nicaragua,1,1,0,0,Under investigation,0
40,Suriname,1,0,0,0,Imported cases only,4
41,Territories**,,,,,,
42,Guadeloupe,45,12,0,0,Imported cases only,0
43,Martinique,32,9,0,0,Imported cases only,0
44,French Guiana,15,4,0,0,Local transmission,0
45,Puerto Rico,6,1,0,0,Imported cases only,0
46,Aruba,5,1,0,0,Imported cases only,0
47,Saint Martin,4,0,0,0,Under investigation,1
48,Cayman Islands,3,2,1,0,Imported cases only,0
49,Curaçao,3,0,0,0,Imported cases only,2
,0,1,2,3,4,5,6
0,Saint Barthélemy,3,0,0,0,Under investigation,4
1,"United States Virgin 
Islands",3,0,0,0,Imported cases only,1
2,Sint Maarten,1,0,0,0,Imported cases only,1
3,African Region,,,,,,
4,South Africa,150,34,0,0,Local transmission,0
5,Algeria,82,10,7,1,Local transmission,0
6,Burkina Faso,40,14,1,0,Imported cases only,0
7,Senegal,38,2,0,0,Local transmission,0
8,Cameroon,15,5,0,0,Local transmission,0
9,"Democratic Republic 
of the Congo",14,7,0,0,Local transmission,0
10,Nigeria,12,4,0,0,Imported cases only,0
11,Ghana,11,2,0,0,Local transmission,0
12,Rwanda,11,0,0,0,Local transmission,1
13,Cote d’Ivoire,9,0,0,0,Imported cases only,1
14,Ethiopia,9,3,0,0,Imported cases only,0
15,Togo,9,8,0,0,Imported cases only,0
16,Kenya,7,0,0,0,Local transmission,1
17,Mauritius,7,4,0,0,Under investigation,0
18,Seychelles,6,0,0,0,Imported cases only,1
19,"United Republic of 
Tanzania",6,3,0,0,Imported cases only,0
20,Equatorial Guinea,4,1,0,0,Imported cases only,0
21,Congo,3,0,0,0,Imported cases only,1
22,Gabon,3,0,0,0,Imported cases only,1
23,Namibia,3,1,0,0,Imported cases only,0
24,Benin,2,1,0,0,Imported cases only,0
25,Guinea,2,1,0,0,Imported cases only,0
26,Liberia,2,0,0,0,Local transmission,1
27,Mauritania,2,0,0,0,Imported cases only,1
28,Zambia,2,0,0,0,Imported cases only,1
29,"Central African 
Republic",1,0,0,0,Imported cases only,5
30,Chad,1,1,0,0,Imported cases only,0
31,Eswatini,1,0,0,0,Imported cases only,5
32,Gambia,1,0,0,0,Imported cases only,1
33,Niger,1,1,0,0,Imported cases only,0
34,Territories**,,,,,,
35,Réunion,15,3,0,0,Imported cases only,0
36,Mayotte,4,1,0,0,Imported cases only,0
37,"Subtotal for all 
regions",233361,24247,9833,1061,,
38,"International 
conveyance 
(Diamond Princess)",712,0,7,0,Local transmission,4
39,Grand total,234073,24247,9840,1061,,
,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,,,,,,,,,
1,,,,,,,,,,,,,
,0
0,"W
  *
STRATEGIC OBJECTIVES 
HO’s strategic objectives for this response are to: 
 
• 
Interrupt human-to-human transmission including reducing secondary infections among close contacts 
and health care workers, preventing transmission amplification events, and preventing further 
international spread*;  
• 
Identify, isolate and care for patients early, including providing optimized care for infected patients; 
• 
Identify and reduce transmission from the animal source; 
• 
Address crucial unknowns regarding clinical severity, extent of transmission and infection, treatment 
options, and accelerate the development of diagnostics, therapeutics and vaccines; 
• 
Communicate critical risk and event information to all communities and counter misinformation; 
• 
Minimize social and economic impact through multisectoral partnerships. 
This can be achieved through a combination of public health measures, such as rapid identification, diagnosis 
and management of the cases, identification and follow up of the contacts, infection prevention and control in 
health care settings, implementation of health measures for travelers, awareness-raising in the population and 
risk communication."
