,0,1,2,3,4,5,6
17,Spain,5753,1522,136,16,Local transmission,0
18,France,4469,829,91,12,Local transmission,0
19,Germany,3795,733,8,2,Local transmission,0
20,Switzerland,1359,234,11,5,Local transmission,0
21,The United Kingdom,1144,342,21,11,Local transmission,0
22,Netherlands,959,155,12,2,Local transmission,0
23,Sweden,924,149,0,0,Local transmission,0
24,Norway,907,157,1,0,Local transmission,0
25,Denmark,827,26,0,0,Local transmission,0
26,Austria,800,296,1,0,Local transmission,0
27,Belgium,689,90,0,0,Local transmission,0
28,Greece,228,130,2,1,Local transmission,0
29,Czechia,214,64,0,0,Local transmission,0
30,Finland,210,101,0,0,Local transmission,0
31,Israel,178,78,0,0,Local transmission,0
32,Slovenia,141,0,0,0,Local transmission,1
33,Iceland,138,77,0,0,Local transmission,0
34,Ireland,129,39,2,1,Local transmission,0
35,Romania,123,59,0,0,Local transmission,0
36,Portugal,112,0,0,0,Local transmission,1
37,Poland,111,47,3,2,Local transmission,0
38,San Marino,92,26,5,3,Local transmission,0
39,Estonia,79,0,0,0,Local transmission,1
40,Slovakia,44,14,0,0,Local transmission,0
41,Bulgaria,43,36,2,1,Local transmission,0
42,Serbia,41,10,0,0,Local transmission,0
43,Albania,38,5,1,0,Local transmission,0
44,Luxembourg,38,0,1,0,Local transmission,1
45,Croatia,37,10,0,0,Local transmission,0
46,Russian Federation,34,0,0,0,Imported cases only,2
47,Hungary,32,13,0,0,Local transmission,0
48,Georgia,30,5,0,0,Imported cases only,0
49,Latvia,30,14,0,0,Imported cases only,0
,0,1,2,3,4,5,6
0,Belarus,21,0,0,0,Local transmission,1
1,Cyprus,21,7,0,0,Imported cases only,0
2,Azerbaijan,19,8,0,0,Imported cases only,0
3,"Bosnia and 
Herzegovina",18,7,0,0,Local transmission,0
4,North Macedonia,13,4,0,0,Local transmission,0
5,Malta,12,0,0,0,Imported cases only,2
6,Republic of Moldova,12,4,0,0,Imported cases only,0
7,Lithuania,9,3,0,0,Imported cases only,0
8,Armenia,8,0,0,0,Local transmission,1
9,Kazakhstan,6,6,0,0,Imported cases only,0
10,Turkey,5,0,0,0,Imported cases only,1
11,Liechtenstein,4,0,0,0,Imported cases only,2
12,Ukraine,3,0,1,0,Local transmission,1
13,Andorra,2,0,0,0,Imported cases only,1
14,Monaco,2,0,0,0,Under investigation,1
15,Holy See,1,0,0,0,Under investigation,9
16,Territories**,,,,,,
17,Faroe Islands,9,6,0,0,Imported cases only,0
18,Gibraltar,1,0,0,0,Under investigation,11
19,Guernsey,1,0,0,0,Imported cases only,5
20,Jersey,2,0,0,0,Imported cases only,2
21,South-East Asia Region,,,,,,
22,Indonesia,117,48,4,1,Local transmission,0
23,India,107,25,2,0,Local transmission,0
24,Thailand,75,0,1,0,Local transmission,2
25,Sri Lanka,11,5,0,0,Local transmission,0
26,Maldives,10,1,0,0,Local transmission,0
27,Bangladesh,3,0,0,0,Local transmission,6
28,Bhutan,1,0,0,0,Imported cases only,9
29,Nepal,1,0,0,0,Imported cases only,51
30,Eastern Mediterranean Region,,,,,,
31,"Iran (Islamic Republic 
of)",12729,1365,608,94,Local transmission,0
32,Qatar,337,75,0,0,Local transmission,0
33,Bahrain,211,1,0,0,Local transmission,0
34,Kuwait,112,12,0,0,Local transmission,0
35,Saudi Arabia,103,41,0,0,Local transmission,0
36,Egypt,93,0,2,0,Local transmission,1
37,Iraq,93,0,9,0,Local transmission,1
38,Lebanon,93,16,3,0,Local transmission,0
39,United Arab Emirates,85,0,0,0,Local transmission,2
40,Pakistan,28,7,0,0,Imported cases only,0
41,Oman,20,1,0,0,Imported cases only,0
42,Morocco,18,11,1,0,Local transmission,0
43,Tunisia,16,0,0,0,Local transmission,1
44,Afghanistan,10,3,0,0,Imported cases only,0
45,Jordan,1,0,0,0,Imported cases only,12
46,Sudan,1,0,0,0,Imported cases only,1
47,Territories**,,,,,,
48,"occupied Palestinian 
territory 
38 
3 
0 
0 
Local transmission 
1",,,,,,
49,Region of the Americas,,,,,,
50,"United States of 
1678 
0 
41 
0 
Local transmission 
1",,,,,,
,0,1,2,3,4,5,6
0,America,,,,,,
1,Canada,244,68,1,0,Local transmission,0
2,Brazil,121,23,0,0,Local transmission,0
3,Chile,61,18,0,0,Local transmission,0
4,Argentina,45,11,2,0,Local transmission,0
5,Peru,43,15,0,0,Local transmission,0
6,Mexico,41,15,0,0,Imported cases only,0
7,Panama,27,0,1,0,Local transmission,1
8,Colombia,24,8,0,0,Local transmission,0
9,Costa Rica,23,0,0,0,Local transmission,1
10,Ecuador,23,0,0,0,Local transmission,1
11,Jamaica,8,1,0,0,Local transmission,0
12,Guyana,1,0,1,0,Imported cases only,2
13,Paraguay,6,0,0,0,Local transmission,1
14,Dominican Republic,5,0,0,0,Imported cases only,5
15,Cuba,4,0,0,0,Imported cases only,1
16,"Bolivia (Plurinational 
State of)",3,0,0,0,Imported cases only,2
17,Puerto Rico,3,0,0,0,Imported cases only,1
18,Honduras,2,0,0,0,Imported cases only,3
19,"Venezuela (Bolivarian 
Republic of)",2,0,0,0,Imported cases only,1
20,Antigua and Barbuda,1,0,0,0,Imported cases only,1
21,"Saint Vincent and the 
Grenadines",1,0,0,0,Imported cases only,2
22,Trinidad and Tobago,1,0,0,0,Imported cases only,1
23,Territories**,,,,,,
24,French Guiana,7,1,0,0,Imported cases only,2
25,Martinique,10,4,0,0,Imported cases only,0
26,Saint Martin,2,0,0,0,Under investigation,12
27,Saint Barthelemy,1,0,0,0,Under investigation,12
28,Cayman Islands,1,0,0,0,Imported cases only,1
29,Guadeloupe,3,2,0,0,Imported cases only,0
30,Curaçao,2,2,0,0,Imported cases only,0
31,African Region,,,,,,
32,South Africa,38,21,0,0,Local transmission,0
33,Algeria,37,11,3,1,Local transmission,0
34,Senegal,21,11,0,0,Local transmission,0
35,Burkina Faso,3,1,0,0,Imported cases only,0
36,Cameroon,3,1,0,0,Local transmission,0
37,Cote d’Ivoire,3,2,0,0,Imported cases only,0
38,"Democratic Republic 
of the Congo",2,0,0,0,Imported cases only,1
39,Ghana,2,1,0,0,Imported cases only,0
40,Namibia,2,2,0,0,Imported cases only,0
41,Nigeria,2,0,0,0,Imported cases only,6
42,"Central African 
Republic",1,1,0,0,Imported cases only,0
43,Congo,1,1,0,0,Imported cases only,0
44,Equatorial Guinea,1,1,0,0,Imported cases only,0
45,Eswatini,1,1,0,0,Imported cases only,0
46,Ethiopia,1,0,0,0,Imported cases only,1
47,Gabon,1,0,0,0,Imported cases only,1
48,Guinea,1,0,0,0,Imported cases only,1
,0,1,2,3,4,5,6
0,"Kenya 
1 
0 
0 
0 
Imported cases only 
1",,,,,,
1,"Mauritania 
1 
1 
0 
0 
Imported cases only 
0",,,,,,
2,"Togo 
1 
0 
0 
0 
Imported cases only 
8",,,,,,
3,Territories**,,,,,,
4,Réunion,6,1,0,0,Imported cases only,0
5,Mayotte,1,1,0,0,Imported cases only,0
6,"Subtotal for all 
regions",71772,10955,2524,333,,
7,"International 
conveyance 
(Diamond Princess)",697,0,7,0,Local transmission,1
8,Grand total,72469,10955,2531,333,,
,0,1,2,3,4,5,6,7,8,9,10
0,,,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,,,,,,,
1,,,,,,,,,,,,
,0
0,"W
  *
STRATEGIC OBJECTIVES 
HO’s strategic objectives for this response are to: 
 
• 
Interrupt human-to-human transmission including reducing secondary infections among close contacts 
and health care workers, preventing transmission amplification events, and preventing further 
international spread*;  
• 
Identify, isolate and care for patients early, including providing optimized care for infected patients; 
• 
Identify and reduce transmission from the animal source; 
• 
Address crucial unknowns regarding clinical severity, extent of transmission and infection, treatment 
options, and accelerate the development of diagnostics, therapeutics and vaccines; 
• 
Communicate critical risk and event information to all communities and counter misinformation; 
• 
Minimize social and economic impact through multisectoral partnerships. 
This can be achieved through a combination of public health measures, such as rapid identification, diagnosis 
and management of the cases, identification and follow up of the contacts, infection prevention and control in 
health care settings, implementation of health measures for travelers, awareness-raising in the population and 
risk communication."
